algorithm,scenario,instance,runtime,dim,repl
optuna,rbv2_ranger,16,420,8,26
optuna,rbv2_ranger,16,140,8,27
optuna,rbv2_ranger,16,510,8,28
optuna,rbv2_ranger,16,140,8,29
optuna,rbv2_ranger,16,299,8,30
optuna,rbv2_ranger,42,139,8,1
optuna,rbv2_ranger,42,420,8,2
optuna,rbv2_ranger,42,139,8,3
optuna,rbv2_ranger,42,510,8,4
optuna,rbv2_ranger,42,428,8,5
optuna,rbv2_ranger,42,299,8,6
optuna,rbv2_ranger,42,139,8,7
optuna,rbv2_ranger,42,420,8,8
optuna,rbv2_ranger,42,178,8,9
optuna,rbv2_ranger,42,509,8,10
optuna,rbv2_ranger,42,428,8,11
optuna,rbv2_ranger,42,298,8,12
optuna,rbv2_ranger,42,646,8,13
optuna,rbv2_ranger,42,419,8,14
optuna,rbv2_ranger,42,179,8,15
optuna,rbv2_ranger,42,510,8,16
optuna,rbv2_ranger,42,179,8,17
optuna,rbv2_ranger,42,302,8,18
optuna,rbv2_ranger,42,178,8,19
optuna,rbv2_ranger,42,421,8,20
optuna,rbv2_ranger,42,179,8,21
optuna,rbv2_ranger,42,511,8,22
optuna,rbv2_ranger,42,178,8,23
optuna,rbv2_ranger,42,300,8,24
optuna,rbv2_ranger,42,647,8,25
optuna,rbv2_ranger,42,420,8,26
optuna,rbv2_ranger,42,544,8,27
optuna,rbv2_ranger,42,512,8,28
optuna,rbv2_ranger,42,427,8,29
optuna,rbv2_ranger,42,299,8,30
optuna,rbv2_xgboost,12,171,14,1
optuna,rbv2_xgboost,12,458,14,2
optuna,rbv2_xgboost,12,172,14,3
optuna,rbv2_xgboost,12,545,14,4
optuna,rbv2_xgboost,12,171,14,5
optuna,rbv2_xgboost,12,340,14,6
optuna,rbv2_xgboost,12,172,14,7
optuna,rbv2_xgboost,12,459,14,8
optuna,rbv2_xgboost,12,170,14,9
optuna,rbv2_xgboost,12,546,14,10
optuna,rbv2_xgboost,12,465,14,11
optuna,rbv2_xgboost,12,338,14,12
optuna,rbv2_xgboost,12,677,14,13
optuna,rbv2_xgboost,12,456,14,14
optuna,rbv2_xgboost,12,173,14,15
optuna,rbv2_xgboost,12,547,14,16
optuna,rbv2_xgboost,12,172,14,17
optuna,rbv2_xgboost,12,340,14,18
optuna,rbv2_xgboost,12,172,14,19
optuna,rbv2_xgboost,12,459,14,20
optuna,rbv2_xgboost,12,170,14,21
optuna,rbv2_xgboost,12,544,14,22
optuna,rbv2_xgboost,12,172,14,23
optuna,rbv2_xgboost,12,342,14,24
optuna,rbv2_xgboost,12,171,14,25
optuna,rbv2_xgboost,12,457,14,26
optuna,rbv2_xgboost,12,171,14,27
optuna,rbv2_xgboost,12,546,14,28
optuna,rbv2_xgboost,12,465,14,29
optuna,rbv2_xgboost,12,172,14,30
optuna,rbv2_xgboost,1501,173,14,1
optuna,rbv2_xgboost,1501,459,14,2
optuna,rbv2_xgboost,1501,336,14,3
optuna,rbv2_xgboost,1501,172,14,4
optuna,rbv2_xgboost,1501,174,14,5
optuna,rbv2_xgboost,1501,342,14,6
optuna,rbv2_xgboost,1501,677,14,7
optuna,rbv2_xgboost,1501,173,14,8
optuna,rbv2_xgboost,1501,338,14,9
optuna,rbv2_xgboost,1501,173,14,10
optuna,rbv2_xgboost,1501,338,14,11
optuna,rbv2_xgboost,1501,174,14,12
optuna,rbv2_xgboost,1501,336,14,13
optuna,rbv2_xgboost,1501,173,14,14
optuna,rbv2_xgboost,1501,336,14,15
optuna,rbv2_xgboost,1501,174,14,16
optuna,rbv2_xgboost,1501,338,14,17
optuna,rbv2_xgboost,1501,174,14,18
optuna,rbv2_xgboost,1501,675,14,19
optuna,rbv2_xgboost,1501,174,14,20
optuna,rbv2_xgboost,1501,573,14,21
optuna,rbv2_xgboost,1501,173,14,22
optuna,rbv2_xgboost,1501,467,14,23
optuna,rbv2_xgboost,1501,216,14,24
optuna,rbv2_xgboost,1501,335,14,25
optuna,rbv2_xgboost,1501,215,14,26
optuna,rbv2_xgboost,1501,336,14,27
optuna,rbv2_xgboost,1501,214,14,28
optuna,rbv2_xgboost,1501,337,14,29
optuna,rbv2_xgboost,1501,200,14,30
optuna,rbv2_xgboost,16,198,14,1
optuna,rbv2_xgboost,16,198,14,2
optuna,rbv2_xgboost,16,196,14,3
optuna,rbv2_xgboost,16,198,14,4
optuna,rbv2_xgboost,16,468,14,5
optuna,rbv2_xgboost,16,197,14,6
optuna,rbv2_xgboost,16,674,14,7
optuna,rbv2_xgboost,16,198,14,8
optuna,rbv2_xgboost,16,197,14,9
optuna,rbv2_xgboost,16,197,14,10
optuna,rbv2_xgboost,16,198,14,11
optuna,rbv2_xgboost,16,195,14,12
optuna,rbv2_xgboost,16,196,14,13
optuna,rbv2_xgboost,16,196,14,14
optuna,rbv2_xgboost,16,195,14,15
optuna,rbv2_xgboost,16,196,14,16
optuna,rbv2_xgboost,16,193,14,17
optuna,rbv2_xgboost,16,193,14,18
optuna,rbv2_xgboost,16,162,14,19
optuna,rbv2_xgboost,16,161,14,20
optuna,rbv2_xgboost,16,161,14,21
optuna,rbv2_xgboost,16,161,14,22
optuna,rbv2_xgboost,16,465,14,23
optuna,rbv2_xgboost,16,162,14,24
optuna,rbv2_xgboost,16,676,14,25
optuna,rbv2_xgboost,16,161,14,26
optuna,rbv2_xgboost,16,574,14,27
optuna,rbv2_xgboost,16,163,14,28
optuna,rbv2_xgboost,16,162,14,29
optuna,rbv2_xgboost,16,161,14,30
optuna,rbv2_super,1457,307,38,1
optuna,rbv2_super,1457,245,38,2
optuna,rbv2_super,1457,243,38,3
optuna,rbv2_super,1457,246,38,4
optuna,rbv2_super,1457,244,38,5
optuna,rbv2_super,1457,245,38,6
optuna,rbv2_super,1457,245,38,7
optuna,rbv2_super,1457,246,38,8
optuna,rbv2_super,1457,246,38,9
optuna,rbv2_super,1457,258,38,10
optuna,rbv2_super,1457,244,38,11
optuna,rbv2_super,1457,257,38,12
optuna,rbv2_super,1457,757,38,13
optuna,rbv2_super,1457,257,38,14
optuna,rbv2_super,1457,659,38,15
optuna,rbv2_super,1457,254,38,16
optuna,rbv2_super,1457,586,38,17
optuna,rbv2_super,1457,255,38,18
optuna,rbv2_super,1457,246,38,19
optuna,rbv2_super,1457,253,38,20
optuna,rbv2_super,1457,245,38,21
optuna,rbv2_super,1457,252,38,22
optuna,rbv2_super,1457,265,38,23
optuna,rbv2_super,1457,252,38,24
optuna,rbv2_super,1457,262,38,25
optuna,rbv2_super,1457,252,38,26
optuna,rbv2_super,1457,264,38,27
optuna,rbv2_super,1457,251,38,28
optuna,rbv2_super,1457,582,38,29
optuna,rbv2_super,1457,251,38,30
optuna,rbv2_super,1063,758,38,1
optuna,rbv2_super,1063,250,38,2
optuna,rbv2_super,1063,657,38,3
optuna,rbv2_super,1063,250,38,4
optuna,rbv2_super,1063,262,38,5
optuna,rbv2_super,1063,333,38,6
optuna,rbv2_super,1063,261,38,7
optuna,rbv2_super,1063,264,38,8
optuna,rbv2_super,1063,268,38,9
optuna,rbv2_super,1063,267,38,10
optuna,rbv2_super,1063,268,38,11
optuna,rbv2_super,1063,332,38,12
optuna,rbv2_super,1063,267,38,13
optuna,rbv2_super,1063,267,38,14
optuna,rbv2_super,1063,266,38,15
optuna,rbv2_super,1063,266,38,16
optuna,rbv2_super,1063,267,38,17
optuna,rbv2_super,1063,332,38,18
optuna,rbv2_super,1063,759,38,19
optuna,rbv2_super,1063,265,38,20
optuna,rbv2_super,1063,659,38,21
optuna,rbv2_super,1063,266,38,22
optuna,rbv2_super,1063,265,38,23
optuna,rbv2_super,1063,333,38,24
optuna,rbv2_super,1063,264,38,25
optuna,rbv2_super,1063,264,38,26
optuna,rbv2_super,1063,263,38,27
optuna,rbv2_super,1063,263,38,28
optuna,rbv2_super,1063,286,38,29
optuna,rbv2_super,1063,332,38,30
optuna,rbv2_super,15,242,38,1
optuna,rbv2_super,15,278,38,2
optuna,rbv2_super,15,243,38,3
optuna,rbv2_super,15,277,38,4
optuna,rbv2_super,15,286,38,5
optuna,rbv2_super,15,335,38,6
optuna,rbv2_super,15,759,38,7
optuna,rbv2_super,15,277,38,8
optuna,rbv2_super,15,659,38,9
optuna,rbv2_super,15,243,38,10
optuna,rbv2_super,15,288,38,11
optuna,rbv2_super,15,336,38,12
optuna,rbv2_super,15,243,38,13
optuna,rbv2_super,15,242,38,14
optuna,rbv2_super,15,243,38,15
optuna,rbv2_super,15,243,38,16
optuna,rbv2_super,15,286,38,17
optuna,rbv2_super,15,337,38,18
optuna,rbv2_super,15,243,38,19
optuna,rbv2_super,15,254,38,20
optuna,rbv2_super,15,262,38,21
optuna,rbv2_super,15,262,38,22
optuna,rbv2_super,15,585,38,23
optuna,rbv2_super,15,334,38,24
optuna,rbv2_super,15,760,38,25
optuna,rbv2_super,15,261,38,26
optuna,rbv2_super,15,261,38,27
optuna,rbv2_super,15,273,38,28
optuna,rbv2_super,15,288,38,29
optuna,rbv2_super,15,333,38,30
smac4hpo,lcbench,167168,144,7,1
smac4hpo,lcbench,167168,162,7,2
smac4hpo,lcbench,167168,145,7,3
smac4hpo,lcbench,167168,161,7,4
smac4hpo,lcbench,167168,162,7,5
smac4hpo,lcbench,167168,166,7,6
smac4hpo,lcbench,167168,143,7,7
smac4hpo,lcbench,167168,161,7,8
smac4hpo,lcbench,167168,546,7,9
smac4hpo,lcbench,167168,152,7,10
smac4hpo,lcbench,167168,163,7,11
smac4hpo,lcbench,167168,167,7,12
smac4hpo,lcbench,167168,649,7,13
smac4hpo,lcbench,167168,166,7,14
smac4hpo,lcbench,167168,144,7,15
smac4hpo,lcbench,167168,152,7,16
smac4hpo,lcbench,167168,162,7,17
smac4hpo,lcbench,167168,166,7,18
smac4hpo,lcbench,167168,143,7,19
smac4hpo,lcbench,167168,165,7,20
smac4hpo,lcbench,167168,147,7,21
smac4hpo,lcbench,167168,146,7,22
smac4hpo,lcbench,167168,162,7,23
smac4hpo,lcbench,167168,166,7,24
smac4hpo,lcbench,167168,147,7,25
smac4hpo,lcbench,167168,165,7,26
smac4hpo,lcbench,167168,145,7,27
smac4hpo,lcbench,167168,134,7,28
smac4hpo,lcbench,167168,162,7,29
smac4hpo,lcbench,167168,166,7,30
smac4hpo,lcbench,189873,150,7,1
smac4hpo,lcbench,189873,164,7,2
smac4hpo,lcbench,189873,545,7,3
smac4hpo,lcbench,189873,135,7,4
smac4hpo,lcbench,189873,161,7,5
smac4hpo,lcbench,189873,167,7,6
smac4hpo,lcbench,189873,161,7,7
smac4hpo,lcbench,189873,164,7,8
smac4hpo,lcbench,189873,159,7,9
smac4hpo,lcbench,189873,134,7,10
smac4hpo,lcbench,189873,160,7,11
smac4hpo,lcbench,189873,167,7,12
smac4hpo,lcbench,189873,151,7,13
smac4hpo,lcbench,189873,165,7,14
smac4hpo,lcbench,189873,147,7,15
smac4hpo,lcbench,189873,133,7,16
smac4hpo,lcbench,189873,427,7,17
smac4hpo,lcbench,189873,168,7,18
smac4hpo,lcbench,189873,647,7,19
smac4hpo,lcbench,189873,164,7,20
smac4hpo,lcbench,189873,148,7,21
smac4hpo,lcbench,189873,134,7,22
smac4hpo,lcbench,189873,160,7,23
smac4hpo,lcbench,189873,168,7,24
smac4hpo,lcbench,189873,148,7,25
smac4hpo,lcbench,189873,164,7,26
smac4hpo,lcbench,189873,147,7,27
smac4hpo,lcbench,189873,134,7,28
smac4hpo,lcbench,189873,160,7,29
smac4hpo,lcbench,189873,169,7,30
smac4hpo,lcbench,189906,148,7,1
smac4hpo,lcbench,189906,165,7,2
smac4hpo,lcbench,189906,545,7,3
smac4hpo,lcbench,189906,134,7,4
smac4hpo,lcbench,189906,160,7,5
smac4hpo,lcbench,189906,170,7,6
smac4hpo,lcbench,189906,148,7,7
smac4hpo,lcbench,189906,164,7,8
smac4hpo,lcbench,189906,161,7,9
smac4hpo,lcbench,189906,134,7,10
smac4hpo,lcbench,189906,428,7,11
smac4hpo,lcbench,189906,171,7,12
smac4hpo,lcbench,189906,158,7,13
smac4hpo,lcbench,189906,162,7,14
smac4hpo,lcbench,189906,158,7,15
smac4hpo,lcbench,189906,131,7,16
smac4hpo,lcbench,189906,160,7,17
smac4hpo,lcbench,189906,169,7,18
smac4hpo,lcbench,189906,158,7,19
smac4hpo,lcbench,189906,162,7,20
smac4hpo,lcbench,189906,546,7,21
smac4hpo,lcbench,189906,131,7,22
smac4hpo,lcbench,189906,158,7,23
smac4hpo,lcbench,189906,169,7,24
smac4hpo,lcbench,189906,133,7,25
smac4hpo,lcbench,189906,163,7,26
smac4hpo,lcbench,189906,546,7,27
smac4hpo,lcbench,189906,146,7,28
smac4hpo,lcbench,189906,160,7,29
smac4hpo,lcbench,189906,170,7,30
smac4hpo,nb301,CIFAR10,276,34,1
smac4hpo,nb301,CIFAR10,315,34,2
smac4hpo,nb301,CIFAR10,275,34,3
smac4hpo,nb301,CIFAR10,288,34,4
smac4hpo,nb301,CIFAR10,312,34,5
smac4hpo,nb301,CIFAR10,360,34,6
smac4hpo,nb301,CIFAR10,300,34,7
smac4hpo,nb301,CIFAR10,315,34,8
smac4hpo,nb301,CIFAR10,290,34,9
smac4hpo,nb301,CIFAR10,289,34,10
smac4hpo,nb301,CIFAR10,615,34,11
smac4hpo,nb301,CIFAR10,362,34,12
smac4hpo,nb301,CIFAR10,789,34,13
smac4hpo,nb301,CIFAR10,314,34,14
smac4hpo,nb301,CIFAR10,292,34,15
smac4hpo,nb301,CIFAR10,288,34,16
smac4hpo,nb301,CIFAR10,312,34,17
smac4hpo,nb301,CIFAR10,359,34,18
smac4hpo,nb301,CIFAR10,292,34,19
smac4hpo,nb301,CIFAR10,316,34,20
smac4hpo,nb301,CIFAR10,291,34,21
smac4hpo,nb301,CIFAR10,288,34,22
smac4hpo,nb301,CIFAR10,312,34,23
smac4hpo,nb301,CIFAR10,359,34,24
smac4hpo,nb301,CIFAR10,292,34,25
smac4hpo,nb301,CIFAR10,315,34,26
smac4hpo,nb301,CIFAR10,689,34,27
smac4hpo,nb301,CIFAR10,287,34,28
smac4hpo,nb301,CIFAR10,617,34,29
smac4hpo,nb301,CIFAR10,359,34,30
smac4hpo,rbv2_rpart,14,125,5,1
smac4hpo,rbv2_rpart,14,139,5,2
smac4hpo,rbv2_rpart,14,114,5,3
smac4hpo,rbv2_rpart,14,125,5,4
smac4hpo,rbv2_rpart,14,137,5,5
smac4hpo,rbv2_rpart,14,144,5,6
smac4hpo,rbv2_rpart,14,131,5,7
smac4hpo,rbv2_rpart,14,138,5,8
smac4hpo,rbv2_rpart,14,114,5,9
smac4hpo,rbv2_rpart,14,124,5,10
smac4hpo,rbv2_rpart,14,137,5,11
smac4hpo,rbv2_rpart,14,142,5,12
smac4hpo,rbv2_rpart,14,115,5,13
smac4hpo,rbv2_rpart,14,139,5,14
smac4hpo,rbv2_rpart,14,115,5,15
smac4hpo,rbv2_rpart,14,135,5,16
smac4hpo,rbv2_rpart,14,403,5,17
smac4hpo,rbv2_rpart,14,144,5,18
smac4hpo,rbv2_rpart,14,625,5,19
smac4hpo,rbv2_rpart,14,139,5,20
smac4hpo,rbv2_rpart,14,115,5,21
smac4hpo,rbv2_rpart,14,135,5,22
smac4hpo,rbv2_rpart,14,138,5,23
smac4hpo,rbv2_rpart,14,142,5,24
smac4hpo,rbv2_rpart,14,114,5,25
smac4hpo,rbv2_rpart,14,139,5,26
smac4hpo,rbv2_rpart,14,114,5,27
smac4hpo,rbv2_rpart,14,135,5,28
smac4hpo,rbv2_rpart,14,136,5,29
smac4hpo,rbv2_rpart,14,142,5,30
smac4hpo,rbv2_rpart,40499,115,5,1
smac4hpo,rbv2_rpart,40499,139,5,2
smac4hpo,rbv2_rpart,40499,523,5,3
smac4hpo,rbv2_rpart,40499,135,5,4
smac4hpo,rbv2_rpart,40499,403,5,5
smac4hpo,rbv2_rpart,40499,144,5,6
smac4hpo,rbv2_rpart,40499,626,5,7
smac4hpo,rbv2_rpart,40499,139,5,8
smac4hpo,rbv2_rpart,40499,123,5,9
smac4hpo,rbv2_rpart,40499,134,5,10
smac4hpo,rbv2_rpart,40499,136,5,11
smac4hpo,rbv2_rpart,40499,144,5,12
smac4hpo,rbv2_rpart,40499,115,5,13
smac4hpo,rbv2_rpart,40499,139,5,14
smac4hpo,rbv2_rpart,40499,115,5,15
smac4hpo,rbv2_rpart,40499,135,5,16
smac4hpo,rbv2_rpart,40499,137,5,17
smac4hpo,rbv2_rpart,40499,145,5,18
smac4hpo,rbv2_rpart,40499,114,5,19
smac4hpo,rbv2_rpart,40499,138,5,20
smac4hpo,rbv2_rpart,40499,523,5,21
smac4hpo,rbv2_rpart,40499,126,5,22
smac4hpo,rbv2_rpart,40499,404,5,23
smac4hpo,rbv2_rpart,40499,145,5,24
smac4hpo,rbv2_rpart,40499,115,5,25
smac4hpo,rbv2_rpart,40499,140,5,26
smac4hpo,rbv2_rpart,40499,115,5,27
smac4hpo,rbv2_rpart,40499,126,5,28
smac4hpo,rbv2_rpart,40499,136,5,29
smac4hpo,rbv2_rpart,40499,144,5,30
smac4hpo,rbv2_ranger,16,139,8,1
smac4hpo,rbv2_ranger,16,166,8,2
smac4hpo,rbv2_ranger,16,160,8,3
smac4hpo,rbv2_ranger,16,151,8,4
smac4hpo,rbv2_ranger,16,167,8,5
smac4hpo,rbv2_ranger,16,182,8,6
smac4hpo,rbv2_ranger,16,159,8,7
smac4hpo,rbv2_ranger,16,168,8,8
smac4hpo,rbv2_ranger,16,156,8,9
smac4hpo,rbv2_ranger,16,152,8,10
smac4hpo,rbv2_ranger,16,166,8,11
smac4hpo,rbv2_ranger,16,180,8,12
smac4hpo,rbv2_ranger,16,653,8,13
smac4hpo,rbv2_ranger,16,168,8,14
smac4hpo,rbv2_ranger,16,155,8,15
smac4hpo,rbv2_ranger,16,148,8,16
smac4hpo,rbv2_ranger,16,166,8,17
smac4hpo,rbv2_ranger,16,182,8,18
smac4hpo,rbv2_ranger,16,155,8,19
smac4hpo,rbv2_ranger,16,166,8,20
smac4hpo,rbv2_ranger,16,154,8,21
smac4hpo,rbv2_ranger,16,149,8,22
smac4hpo,rbv2_ranger,16,166,8,23
smac4hpo,rbv2_ranger,16,181,8,24
smac4hpo,rbv2_ranger,16,140,8,25
smac4hpo,rbv2_ranger,16,169,8,26
smac4hpo,rbv2_ranger,16,552,8,27
smac4hpo,rbv2_ranger,16,149,8,28
smac4hpo,rbv2_ranger,16,438,8,29
smac4hpo,rbv2_ranger,16,180,8,30
smac4hpo,rbv2_ranger,42,653,8,1
smac4hpo,rbv2_ranger,42,168,8,2
smac4hpo,rbv2_ranger,42,141,8,3
smac4hpo,rbv2_ranger,42,149,8,4
smac4hpo,rbv2_ranger,42,165,8,5
smac4hpo,rbv2_ranger,42,182,8,6
smac4hpo,rbv2_ranger,42,139,8,7
smac4hpo,rbv2_ranger,42,168,8,8
smac4hpo,rbv2_ranger,42,141,8,9
smac4hpo,rbv2_ranger,42,149,8,10
smac4hpo,rbv2_ranger,42,166,8,11
smac4hpo,rbv2_ranger,42,182,8,12
smac4hpo,rbv2_ranger,42,653,8,13
smac4hpo,rbv2_ranger,42,163,8,14
smac4hpo,rbv2_ranger,42,552,8,15
smac4hpo,rbv2_ranger,42,141,8,16
smac4hpo,rbv2_ranger,42,436,8,17
smac4hpo,rbv2_ranger,42,181,8,18
smac4hpo,rbv2_ranger,42,140,8,19
smac4hpo,rbv2_ranger,42,164,8,20
smac4hpo,rbv2_ranger,42,140,8,21
smac4hpo,rbv2_ranger,42,140,8,22
smac4hpo,rbv2_ranger,42,166,8,23
smac4hpo,rbv2_ranger,42,183,8,24
